	timestamp	close
0	2021-06-14 16:00:00	242.72
1	2021-06-15 16:00:00	241.44
2	2021-06-16 16:00:00	240.28
3	2021-06-17 16:00:00	240.25
4	2021-06-18 16:00:00	240.54
5	2021-06-21 16:00:00	240.83
6	2021-06-22 16:00:00	240.32
7	2021-06-23 16:00:00	240.22
8	2021-06-24 16:00:00	239.82
9	2021-06-25 16:00:00	241.2
10	2021-06-28 16:00:00	243.7
11	2021-06-29 16:00:00	246.89
12	2021-06-30 16:00:00	243.19
13	2021-07-01 16:00:00	246.77
14	2021-07-02 16:00:00	248.45
15	2021-07-06 16:00:00	249.35
16	2021-07-07 16:00:00	251.98
17	2021-07-08 16:00:00	251.0
18	2021-07-09 16:00:00	249.8
19	2021-07-12 16:00:00	249.58
20	2021-07-13 16:00:00	248.62
21	2021-07-14 16:00:00	246.0
22	2021-07-15 16:00:00	246.62
23	2021-07-16 16:00:00	248.07
24	2021-07-19 16:00:00	247.25
25	2021-07-20 16:00:00	247.0
26	2021-07-21 16:00:00	246.35
27	2021-07-22 16:00:00	249.35
28	2021-07-23 16:00:00	251.08
29	2021-07-26 16:00:00	249.43
30	2021-07-27 16:00:00	254.69
31	2021-07-28 16:00:00	253.48
32	2021-07-29 16:00:00	255.31
33	2021-07-30 16:00:00	255.75
34	2021-08-02 16:00:00	256.13
35	2021-08-03 16:00:00	255.77
36	2021-08-04 16:00:00	254.74
37	2021-08-05 16:00:00	243.08
38	2021-08-06 16:00:00	241.04
39	2021-08-09 16:00:00	238.54
40	2021-08-10 16:00:00	238.63
41	2021-08-11 16:00:00	240.66
42	2021-08-12 16:00:00	246.1
43	2021-08-13 16:00:00	246.79
44	2021-08-16 16:00:00	249.61
45	2021-08-17 16:00:00	253.48
46	2021-08-18 16:00:00	248.31
47	2021-08-19 16:00:00	247.88
48	2021-08-20 16:00:00	249.3
49	2021-08-23 16:00:00	249.85
50	2021-08-24 16:00:00	247.87
51	2021-08-25 16:00:00	247.0
52	2021-08-26 16:00:00	247.53
53	2021-08-27 16:00:00	248.5
54	2021-08-30 16:00:00	250.47
55	2021-08-31 16:00:00	251.7
56	2021-09-01 16:00:00	252.47
