timestamp,close
2021-06-13 23:00:00,184.58
2021-06-14 23:00:00,185.67
2021-06-15 23:00:00,184.11
2021-06-16 23:00:00,186.44
2021-06-17 23:00:00,185.39
2021-06-20 23:00:00,186.6
2021-06-21 23:00:00,186.62
2021-06-22 23:00:00,186.12
2021-06-23 23:00:00,185.38
2021-06-24 23:00:00,187.23
2021-06-27 23:00:00,187.08
2021-06-28 23:00:00,187.99
2021-06-29 23:00:00,186.36
2021-06-30 23:00:00,189.29
2021-07-01 23:00:00,192.7
2021-07-05 23:00:00,194.02
2021-07-06 23:00:00,197.4
2021-07-07 23:00:00,196.96
2021-07-08 23:00:00,197.5
2021-07-11 23:00:00,198.33
2021-07-12 23:00:00,199.31
2021-07-13 23:00:00,201.28
2021-07-14 23:00:00,200.24
2021-07-15 23:00:00,199.68
2021-07-18 23:00:00,197.83
2021-07-19 23:00:00,200.11
2021-07-20 23:00:00,198.04
2021-07-21 23:00:00,200.54
2021-07-22 23:00:00,203.59
2021-07-25 23:00:00,200.82
2021-07-26 23:00:00,201.87
2021-07-27 23:00:00,203.27
2021-07-28 23:00:00,204.12
2021-07-29 23:00:00,202.7
2021-08-01 23:00:00,202.11
2021-08-02 23:00:00,204.1
2021-08-03 23:00:00,204.79
2021-08-04 23:00:00,203.84
2021-08-05 23:00:00,201.88
2021-08-08 23:00:00,199.72
2021-08-09 23:00:00,198.76
2021-08-10 23:00:00,197.41
2021-08-11 23:00:00,199.84
2021-08-12 23:00:00,201.48
2021-08-15 23:00:00,204.78
2021-08-16 23:00:00,206.6
2021-08-17 23:00:00,203.33
2021-08-18 23:00:00,206.44
2021-08-19 23:00:00,207.05
2021-08-22 23:00:00,206.47
2021-08-23 23:00:00,204.99
2021-08-24 23:00:00,204.43
2021-08-25 23:00:00,204.02
2021-08-26 23:00:00,203.82
2021-08-29 23:00:00,205.89
2021-08-30 23:00:00,204.56
2021-08-31 23:00:00,206.44
2021-09-01 23:00:00,209.22
2021-09-02 23:00:00,209.69
2021-09-06 23:00:00,207.81
2021-09-07 23:00:00,209.33
2021-09-08 23:00:00,206.02
2021-09-09 23:00:00,207
2021-09-12 23:00:00,205
2021-09-13 23:00:00,203.55
2021-09-14 23:00:00,203.96
2021-09-15 23:00:00,202.77
2021-09-16 23:00:00,198.49
2021-09-19 23:00:00,198.62
2021-09-20 23:00:00,201.01
2021-09-21 23:00:00,201.35
2021-09-22 23:00:00,204.71
2021-09-23 23:00:00,204.73
2021-09-26 23:00:00,197.8
2021-09-27 23:00:00,192.77
2021-09-28 23:00:00,194.99
2021-09-29 23:00:00,194.14
2021-09-30 23:00:00,196.19
2021-10-03 23:00:00,193.69
2021-10-04 23:00:00,196.46
2021-10-05 23:00:00,195.78
2021-10-06 23:00:00,199.01
2021-10-07 23:00:00,197.88
2021-10-10 23:00:00,197.65
2021-10-11 23:00:00,197.15
2021-10-12 23:00:00,197.46
2021-10-13 23:00:00,200.39
2021-10-14 23:00:00,202.22
2021-10-17 23:00:00,202.73
2021-10-18 23:00:00,204.44
2021-10-19 23:00:00,206.31
2021-10-20 23:00:00,208.62
2021-10-21 23:00:00,208.51
2021-10-24 23:00:00,211.52
2021-10-25 23:00:00,210.52
2021-10-26 23:00:00,209.58
2021-10-27 23:00:00,212.67
2021-10-28 23:00:00,216.2
2021-10-31 23:00:00,213.6
2021-11-01 23:00:00,212.2
2021-11-02 23:00:00,211.13
2021-11-03 23:00:00,217.77
2021-11-04 23:00:00,216.73
2021-11-07 23:00:00,217.8
2021-11-08 23:00:00,220.22
2021-11-09 23:00:00,216.58
2021-11-10 23:00:00,215.69
2021-11-11 23:00:00,216.85
2021-11-14 23:00:00,216.06
2021-11-15 23:00:00,220.18
2021-11-16 23:00:00,221.87
2021-11-17 23:00:00,225.54
2021-11-18 23:00:00,226.43
2021-11-21 23:00:00,224.34
2021-11-22 23:00:00,223.66
2021-11-23 23:00:00,223.17
2021-11-25 23:00:00,219.32
2021-11-28 23:00:00,223.55
2021-11-29 23:00:00,222.04
2021-11-30 23:00:00,219.66
2021-12-01 23:00:00,223.19
2021-12-02 23:00:00,223.33
2021-12-05 23:00:00,222.97
2021-12-06 23:00:00,225.7
2021-12-07 23:00:00,229.62
2021-12-08 23:00:00,230.16
2021-12-09 23:00:00,231.45
2021-12-12 23:00:00,232.36
2021-12-13 23:00:00,228.07
2021-12-14 23:00:00,232.08
2021-12-15 23:00:00,232.81
2021-12-16 23:00:00,234.31
2021-12-19 23:00:00,234.26
2021-12-20 23:00:00,237.64
2021-12-21 23:00:00,241.57
2021-12-22 23:00:00,242.51
2021-12-26 23:00:00,246.51
2021-12-27 23:00:00,244.25
2021-12-28 23:00:00,247.03
2021-12-29 23:00:00,245.16
2021-12-30 23:00:00,244.03
2022-01-02 23:00:00,234.03
2022-01-03 23:00:00,225.12
2022-01-04 23:00:00,216.56
2022-01-05 23:00:00,217.42
2022-01-06 23:00:00,211.09
2022-01-09 23:00:00,212.6
2022-01-10 23:00:00,212.8
2022-01-11 23:00:00,212.81
2022-01-12 23:00:00,207
2022-01-13 23:00:00,206.18
2022-01-17 23:00:00,202.7
2022-01-18 23:00:00,200.58
2022-01-19 23:00:00,201.96
2022-01-20 23:00:00,200.33
2022-01-23 23:00:00,200.07
2022-01-24 23:00:00,195.25
2022-01-25 23:00:00,189.84
2022-01-26 23:00:00,187.66
2022-01-27 23:00:00,195.3
2022-01-30 23:00:00,199.79
2022-01-31 23:00:00,198.87
2022-02-01 23:00:00,202.17
2022-02-02 23:00:00,200.92
2022-02-03 23:00:00,199.54
2022-02-06 23:00:00,200.32
2022-02-07 23:00:00,201.3
2022-02-08 23:00:00,202.29
2022-02-09 23:00:00,199.37
2022-02-10 23:00:00,198.87
2022-02-13 23:00:00,196.43
2022-02-14 23:00:00,197.76
2022-02-15 23:00:00,195.09
2022-02-16 23:00:00,193.07
2022-02-17 23:00:00,191.32
2022-02-21 23:00:00,190.1
2022-02-22 23:00:00,187.06
2022-02-23 23:00:00,190.95
2022-02-24 23:00:00,194.71
2022-02-27 23:00:00,193.65
2022-02-28 23:00:00,192.54
2022-03-01 23:00:00,196.07
2022-03-02 23:00:00,195.87
2022-03-03 23:00:00,196.84
2022-03-06 23:00:00,188.09
2022-03-07 23:00:00,181.39
2022-03-08 23:00:00,189.58
2022-03-09 23:00:00,189.22
2022-03-10 23:00:00,185.29
2022-03-13 23:00:00,184.66
2022-03-14 23:00:00,189.11
2022-03-15 23:00:00,191.92
2022-03-16 23:00:00,193.68
2022-03-17 23:00:00,195.9
2022-03-20 23:00:00,194.71
2022-03-21 23:00:00,196.88
2022-03-22 23:00:00,191.23
2022-03-23 23:00:00,189.57
2022-03-24 23:00:00,189.43
2022-03-27 23:00:00,189.37
2022-03-28 23:00:00,192.28
2022-03-29 23:00:00,191.32
2022-03-30 23:00:00,188.59
2022-03-31 23:00:00,191.11
2022-04-03 23:00:00,188.74
2022-04-04 23:00:00,188.4
2022-04-05 23:00:00,191.38
2022-04-06 23:00:00,197.93
2022-04-07 23:00:00,200.09
2022-04-10 23:00:00,192.5
2022-04-11 23:00:00,187.91
2022-04-12 23:00:00,189.52
2022-04-13 23:00:00,187.3
2022-04-17 23:00:00,182.81
2022-04-18 23:00:00,185.94
2022-04-19 23:00:00,187.78
2022-04-20 23:00:00,184.72
2022-04-21 23:00:00,181.95
2022-04-24 23:00:00,180.3
2022-04-25 23:00:00,176.97
2022-04-26 23:00:00,178.47
2022-04-27 23:00:00,181.31
2022-04-28 23:00:00,177.25
2022-05-01 23:00:00,174.67
2022-05-02 23:00:00,175.14
2022-05-03 23:00:00,176.86
2022-05-04 23:00:00,171.45
2022-05-05 23:00:00,169.21
2022-05-08 23:00:00,161.81
2022-05-09 23:00:00,162.65
2022-05-10 23:00:00,159.9
2022-05-11 23:00:00,163.08
2022-05-12 23:00:00,165.33
2022-05-15 23:00:00,165.5
2022-05-16 23:00:00,166.43
2022-05-17 23:00:00,158.86
2022-05-18 23:00:00,158.63
2022-05-19 23:00:00,162.56
2022-05-22 23:00:00,163
2022-05-23 23:00:00,163.05
2022-05-24 23:00:00,163.03
2022-05-25 23:00:00,165.9
2022-05-26 23:00:00,172.1
2022-05-30 23:00:00,170.93
2022-05-31 23:00:00,167.02
2022-06-01 23:00:00,172.7
2022-06-02 23:00:00,169.01
2022-06-05 23:00:00,171.01
2022-06-06 23:00:00,173.78
2022-06-07 23:00:00,171.29
2022-06-08 23:00:00,166.49
2022-06-09 23:00:00,161.49
