	timestamp	close
0	2021-06-14 16:00:00	169.14
1	2021-06-15 16:00:00	170.0
2	2021-06-16 16:00:00	167.96
3	2021-06-17 16:00:00	165.92
4	2021-06-18 16:00:00	162.93
5	2021-06-21 16:00:00	167.92
6	2021-06-22 16:00:00	166.93
7	2021-06-23 16:00:00	168.95
8	2021-06-24 16:00:00	170.05
9	2021-06-25 16:00:00	170.99
10	2021-06-28 16:00:00	163.55
11	2021-06-29 16:00:00	159.9
12	2021-06-30 16:00:00	163.71
13	2021-07-01 16:00:00	167.03
14	2021-07-02 16:00:00	167.42
15	2021-07-06 16:00:00	165.57
16	2021-07-07 16:00:00	162.96
17	2021-07-08 16:00:00	161.56
18	2021-07-09 16:00:00	167.74
19	2021-07-12 16:00:00	167.35
20	2021-07-13 16:00:00	162.02
21	2021-07-14 16:00:00	160.99
22	2021-07-15 16:00:00	159.29
23	2021-07-16 16:00:00	157.61
24	2021-07-19 16:00:00	151.64
25	2021-07-20 16:00:00	156.12
26	2021-07-21 16:00:00	162.42
27	2021-07-22 16:00:00	160.03
28	2021-07-23 16:00:00	161.55
29	2021-07-26 16:00:00	162.7
30	2021-07-27 16:00:00	163.72
31	2021-07-28 16:00:00	163.19
32	2021-07-29 16:00:00	163.73
33	2021-07-30 16:00:00	160.87
34	2021-08-02 16:00:00	159.19
35	2021-08-03 16:00:00	154.78
36	2021-08-04 16:00:00	153.25
37	2021-08-05 16:00:00	161.69
38	2021-08-06 16:00:00	148.89
39	2021-08-09 16:00:00	148.8
40	2021-08-10 16:00:00	148.6
41	2021-08-11 16:00:00	150.07
42	2021-08-12 16:00:00	150.33
43	2021-08-13 16:00:00	148.63
44	2021-08-16 16:00:00	144.14
45	2021-08-17 16:00:00	142.57
46	2021-08-18 16:00:00	140.35
47	2021-08-19 16:00:00	138.05
48	2021-08-20 16:00:00	137.79
49	2021-08-23 16:00:00	142.84
50	2021-08-24 16:00:00	146.63
51	2021-08-25 16:00:00	147.62
52	2021-08-26 16:00:00	143.86
53	2021-08-27 16:00:00	146.74
54	2021-08-30 16:00:00	144.19
55	2021-08-31 16:00:00	144.5
56	2021-09-01 16:00:00	146.17
57	2021-09-02 16:00:00	143.77
58	2021-09-03 16:00:00	142.64
59	2021-09-07 16:00:00	147.49
60	2021-09-08 16:00:00	145.67
61	2021-09-09 16:00:00	146.74
62	2021-09-10 16:00:00	145.39
63	2021-09-13 16:00:00	148.79
64	2021-09-14 16:00:00	150.6
65	2021-09-15 16:00:00	151.32
66	2021-09-16 16:00:00	150.17
67	2021-09-17 16:00:00	152.28
68	2021-09-20 16:00:00	153.59
69	2021-09-21 16:00:00	152.95
70	2021-09-22 16:00:00	158.95
71	2021-09-23 16:00:00	166.84
72	2021-09-24 16:00:00	171.99
73	2021-09-27 16:00:00	169.65
74	2021-09-28 16:00:00	168.78
75	2021-09-29 16:00:00	166.27
76	2021-09-30 16:00:00	163.9
77	2021-10-01 16:00:00	169.79
78	2021-10-04 16:00:00	170.79
79	2021-10-05 16:00:00	169.1
80	2021-10-06 16:00:00	170.21
81	2021-10-07 16:00:00	172.3
82	2021-10-08 16:00:00	169.98
83	2021-10-11 16:00:00	168.51
84	2021-10-12 16:00:00	169.55
85	2021-10-13 16:00:00	168.51
86	2021-10-14 16:00:00	168.89
87	2021-10-15 16:00:00	171.99
88	2021-10-18 16:00:00	169.92
89	2021-10-19 16:00:00	166.2
90	2021-10-20 16:00:00	163.73
91	2021-10-21 16:00:00	162.75
92	2021-10-22 16:00:00	161.67
93	2021-10-25 16:00:00	161.44
94	2021-10-26 16:00:00	162.75
95	2021-10-27 16:00:00	164.14
96	2021-10-28 16:00:00	164.26
97	2021-10-29 16:00:00	164.41
98	2021-11-01 16:00:00	167.23
99	2021-11-02 16:00:00	159.84
100	2021-11-03 16:00:00	162.25
101	2021-11-04 16:00:00	157.55
102	2021-11-05 16:00:00	182.17
103	2021-11-08 16:00:00	188.43
104	2021-11-09 16:00:00	188.0
105	2021-11-10 16:00:00	185.67
106	2021-11-11 16:00:00	182.58
107	2021-11-12 16:00:00	178.91
108	2021-11-15 16:00:00	177.61
109	2021-11-16 16:00:00	175.49
110	2021-11-17 16:00:00	177.59
111	2021-11-18 16:00:00	176.58
112	2021-11-19 16:00:00	175.16
113	2021-11-22 16:00:00	173.24
114	2021-11-23 16:00:00	177.97
115	2021-11-24 16:00:00	176.54
116	2021-11-26 16:00:00	159.8
117	2021-11-29 16:00:00	166.5
118	2021-11-30 16:00:00	161.09
119	2021-12-01 16:00:00	155.66
120	2021-12-02 16:00:00	161.28
121	2021-12-03 16:00:00	155.58
122	2021-12-06 16:00:00	166.07
123	2021-12-07 16:00:00	166.57
124	2021-12-08 16:00:00	172.39
125	2021-12-09 16:00:00	169.75
126	2021-12-10 16:00:00	166.95
127	2021-12-13 16:00:00	161.0
128	2021-12-14 16:00:00	158.26
129	2021-12-15 16:00:00	157.63
130	2021-12-16 16:00:00	154.43
131	2021-12-17 16:00:00	159.31
132	2021-12-20 16:00:00	162.43
133	2021-12-21 16:00:00	177.27
134	2021-12-22 16:00:00	182.42
135	2021-12-23 16:00:00	183.78
136	2021-12-27 16:00:00	182.25
137	2021-12-28 16:00:00	180.8
138	2021-12-29 16:00:00	180.97
139	2021-12-30 16:00:00	181.47
140	2021-12-31 16:00:00	180.72
141	2022-01-03 16:00:00	184.97
142	2022-01-04 16:00:00	185.37
143	2022-01-05 16:00:00	181.3
144	2022-01-06 16:00:00	177.58
145	2022-01-07 16:00:00	179.91
146	2022-01-10 16:00:00	180.57
147	2022-01-11 16:00:00	182.47
148	2022-01-12 16:00:00	181.25
149	2022-01-13 16:00:00	185.06
150	2022-01-14 16:00:00	184.4
151	2022-01-18 16:00:00	177.56
152	2022-01-19 16:00:00	176.46
153	2022-01-20 16:00:00	177.5
154	2022-01-21 16:00:00	174.42
155	2022-01-24 16:00:00	171.35
156	2022-01-25 16:00:00	174.2
157	2022-01-26 16:00:00	177.1
158	2022-01-27 16:00:00	171.23
159	2022-01-28 16:00:00	174.36
160	2022-01-31 16:00:00	183.29
161	2022-02-01 16:00:00	188.06
162	2022-02-02 16:00:00	185.33
163	2022-02-03 16:00:00	183.66
164	2022-02-04 16:00:00	185.31
165	2022-02-07 16:00:00	187.35
166	2022-02-08 16:00:00	193.9
167	2022-02-09 16:00:00	196.95
168	2022-02-10 16:00:00	197.52
169	2022-02-11 16:00:00	192.12
170	2022-02-14 16:00:00	197.17
171	2022-02-15 16:00:00	211.93
172	2022-02-16 16:00:00	213.8
173	2022-02-17 16:00:00	209.31
174	2022-02-18 16:00:00	209.17
175	2022-02-22 16:00:00	204.68
176	2022-02-23 16:00:00	198.63
177	2022-02-24 16:00:00	193.74
178	2022-02-25 16:00:00	199.93
179	2022-02-28 16:00:00	196.11
180	2022-03-01 16:00:00	187.85
181	2022-03-02 16:00:00	192.23
182	2022-03-03 16:00:00	185.25
183	2022-03-04 16:00:00	176.23
184	2022-03-07 16:00:00	157.01
185	2022-03-08 16:00:00	165.69
186	2022-03-09 16:00:00	174.68
187	2022-03-10 16:00:00	178.91
188	2022-03-11 16:00:00	179.31
189	2022-03-14 16:00:00	179.11
190	2022-03-15 16:00:00	188.5
191	2022-03-16 16:00:00	192.89
192	2022-03-17 16:00:00	192.0
193	2022-03-18 16:00:00	193.18
194	2022-03-21 16:00:00	190.18
195	2022-03-22 16:00:00	191.7
196	2022-03-23 16:00:00	186.94
197	2022-03-24 16:00:00	195.02
198	2022-03-25 16:00:00	192.16
199	2022-03-28 16:00:00	193.19
200	2022-03-29 16:00:00	195.41
201	2022-03-30 16:00:00	192.17
202	2022-03-31 16:00:00	195.67
203	2022-04-01 16:00:00	198.2
204	2022-04-04 16:00:00	197.29
205	2022-04-05 16:00:00	190.43
206	2022-04-06 16:00:00	181.46
207	2022-04-07 16:00:00	181.98
208	2022-04-08 16:00:00	179.79
209	2022-04-11 16:00:00	177.3
210	2022-04-12 16:00:00	178.61
211	2022-04-13 16:00:00	187.33
212	2022-04-14 16:00:00	191.55
213	2022-04-18 16:00:00	185.84
214	2022-04-19 16:00:00	186.34
215	2022-04-20 16:00:00	185.87
216	2022-04-21 16:00:00	183.39
217	2022-04-22 16:00:00	181.65
218	2022-04-25 16:00:00	186.77
219	2022-04-26 16:00:00	178.58
220	2022-04-27 16:00:00	182.52
221	2022-04-28 16:00:00	183.4
222	2022-04-29 16:00:00	174.75
223	2022-05-02 16:00:00	174.81
224	2022-05-03 16:00:00	150.31
225	2022-05-04 16:00:00	149.56
226	2022-05-05 16:00:00	139.5
227	2022-05-06 16:00:00	132.33
228	2022-05-09 16:00:00	127.79
229	2022-05-10 16:00:00	132.34
230	2022-05-11 16:00:00	133.22
231	2022-05-12 16:00:00	128.34
232	2022-05-13 16:00:00	131.78
233	2022-05-16 16:00:00	123.85
234	2022-05-17 16:00:00	122.83
235	2022-05-18 16:00:00	120.15
236	2022-05-19 16:00:00	126.57
237	2022-05-20 16:00:00	124.59
238	2022-05-23 16:00:00	121.63
239	2022-05-24 16:00:00	116.76
240	2022-05-25 16:00:00	123.73
241	2022-05-26 16:00:00	130.29
242	2022-05-27 16:00:00	130.97
243	2022-05-31 16:00:00	129.33
244	2022-06-01 16:00:00	126.23
245	2022-06-02 16:00:00	134.19
